2.609943246542890255e-03, 1.038021251174582951e-03, -3.575044714017305662e-03, 2.831741116726873425e-04, -1.141056811102241463e-03, -3.436358211740479351e-03, -3.532621963378380220e-03, -4.592770248200907235e-03, 2.510598114728171577e-03, -6.370434491754298212e-04, 2.788328481027200351e-03, 4.675430136868104908e-03, 4.622711475828844910e-03, 8.808822733260817522e-04, -1.789649631560626640e-03, -1.805292548787518474e-03, -3.980343745451475623e-03, 9.756211036197242129e-04, 3.179182792431777330e-03, 4.867387851908815122e-03, -3.878053250595289974e-03, -5.540445626967841972e-04, 4.248287852844825907e-03, -2.192506243271804059e-03, 2.205370074908175049e-03, -4.992778830349934444e-04, 3.486179758387240868e-03, -7.142828993705017948e-04, -2.359108344865335893e-03, 1.830492110870584818e-03, -4.755021814815170098e-03, -3.342320624797266194e-03, 1.166294713786595813e-03, 9.390427810446900364e-04, -3.706143103540922648e-04, 4.689449359305977380e-03, -4.582002535912638869e-03, -3.560777098025223568e-03, -4.49672498099806e-01
-1.270252499266652253e-03, -2.239137770118848451e-03, 4.292259608995001655e-03, -2.417001786366463918e-03, 7.945245261579917534e-04, -2.229122560534263151e-04, 3.647511613226982197e-03, -4.614621100858327940e-03, 1.451211915111767607e-03, -4.803882648466402741e-03, -3.026901643861531176e-03, -3.820852025299059738e-03, 2.635917654766328604e-03, 3.071422814281946426e-03, 4.545391443429970882e-03, -2.712924836384150544e-03, -4.726241589123696824e-03, -3.391021249135229947e-03, 3.817887158930177022e-04, 3.473781658370001316e-03, 4.669383738452843186e-03, 3.383781805382355193e-03, -4.144587896098229397e-03, -2.087633802340367519e-03, -4.553772231589585384e-03, 4.967979036692634146e-03, -4.326007350403645105e-04, -4.034933287740699419e-03, -2.404375599649594131e-06, -2.543669659824917065e-04, 4.647694845755079643e-03, 4.106354715716088385e-03, 5.024410687275880291e-04, 4.835215389362232039e-03, -4.729599783508039827e-03, -4.937645975974844399e-03, -4.777888200502615479e-03, -6.098056516524877693e-04,  5.62110648695326e-01
3.927519985387440890e-03, 8.990908189019340691e-05, -3.846346179522801625e-03, -4.565816104948995993e-03, -3.073345423879821330e-03, 2.049204460816694481e-03, -1.496180274911012090e-04, -1.610952310562785254e-03, 4.352682321850202818e-03, 3.955891519883623572e-03, 4.444425167878060523e-03, 3.202903376691818363e-03, -4.779398836304797789e-03, 3.902741107362212372e-03, -2.054556040465400912e-03, 3.813153865929643643e-03, -4.856321999246559877e-03, -2.627445896388093480e-03, -1.740484097195702917e-03, -4.940298701285329372e-03, -4.795174660833428915e-03, -3.667824999348535432e-03, 4.218077862237238837e-03, 4.321049368133812046e-03, 4.054608121151166700e-03, -1.730990884518995767e-03, -4.884480353739427579e-03, -3.665344460512644578e-03, -4.653956282274392120e-03, -1.616549266040225117e-03, 9.074848832757607606e-04, 2.123676333365043592e-03, -1.390866708465268373e-03, -2.963685708638185649e-03, 9.822790605911544543e-04, -4.728719278215983389e-03, 1.051602437609667692e-03, 1.945292921929099410e-03,  5.46305078510475e-01
-4.713313942961952670e-03, -1.965589423742267194e-04, 3.341870661251607547e-03, 2.376596269881043645e-03, 7.010805654048849964e-04, 6.261565617871039241e-04, -3.191161367069266126e-03, -2.255163842398360836e-03, -4.801480849617452244e-03, 1.933127472240384580e-03, 1.199480589437610864e-03, 1.759943959478624947e-03, -1.273426196616097780e-03, -2.362084018462327125e-03, 4.025427152730347291e-03, 2.946778936430563892e-03, 3.819176822499345189e-03, 3.201957946261943869e-04, 2.242257952704351277e-03, 6.278506213982246523e-04, 7.025868061305163420e-04, 3.480242737980820261e-03, -4.376241357805447062e-03, 2.873455239954657292e-03, 1.498500671133573027e-03, -4.707748782881994790e-03, 1.615218329109954429e-03, 1.208914725956185092e-03, 1.529823700233422928e-03, -2.175961462062801343e-03, -1.193791567230702982e-03, -6.414290371373806282e-04, -4.388410598068462516e-03, 4.855893588448479195e-03, 1.385913338618153384e-04, 4.971625817806302194e-03, -1.382819113649283536e-03, 1.216896069924975829e-03,  8.25789985844004e-01
-2.391518845621459603e-03, -2.335414167040382460e-03, 4.616380046998450060e-03, 1.000810528616718521e-03, -2.208960248804013246e-03, -1.475464418759095658e-03, -9.976816159557545458e-04, 8.002023468053134914e-04, 2.698730760995131372e-03, -2.100295243595078857e-03, -2.587231556629974050e-03, 3.498995985356639568e-03, -3.288542301967734005e-03, 1.416775580134329790e-04, -4.222512269174838982e-03, -1.419793534535120517e-03, 1.980176267780118550e-03, -3.416928439680382880e-03, -4.972911833480167694e-03, 4.165570607076521381e-03, -3.203586303178209554e-03, 4.707416326525675279e-03, 4.448911418741024332e-03, -4.178360422020884271e-03, 4.926296616937048470e-03, -3.918638103748771188e-03, -2.285933697155148690e-03, -1.344443834474335839e-04, 2.236152282216041266e-03, 2.555882324463986700e-03, -1.973958774688565950e-03, 3.433093674577549978e-03, 2.695337669553426498e-03, 9.884192999042073005e-04, 1.616093410101191591e-03, 1.612996574393823525e-03, 2.601754388212889312e-03, -4.978609962569165159e-04,  6.09975633950644e-01
-4.888913202137116013e-03, 1.781511807373893815e-03, 3.562471881447228789e-03, 4.728183336480520915e-03, 4.781866316266154826e-03, 1.023795401499383306e-04, -4.952725354367450150e-03, -2.200428958016582229e-03, -2.442287708445462033e-03, -2.027663279524334530e-03, -4.396154517266039237e-03, -1.194025382798006435e-03, 2.972612787511576260e-04, -1.070411589959947493e-03, 4.067234174872995725e-03, -3.340750217321066494e-03, -4.536987350991198917e-03, -1.817406965545778023e-03, 4.538220822365164608e-03, -1.602653625695834444e-03, 1.328232864521682044e-05, -2.104923108622649801e-03, 2.612954884763706541e-03, 3.285427485835894570e-04, -6.078948950436272036e-05, -2.200254597803526745e-03, 1.464704184700779677e-03, 3.288229114799281344e-03, 1.569365523940966650e-03, 2.878029502006301810e-03, -1.497234095816484152e-03, 1.580118473041591289e-03, 2.814115808935774982e-03, -4.075819772060540989e-03, -2.373190606877198516e-03, -2.712635655694349210e-04, 1.931155007827334638e-03, -2.952469755240019495e-03,  3.71527635803507e-01
-4.095663355601258764e-03, 4.807587227409430147e-03, 4.410264708867810482e-03, 3.318334514751461115e-03, 4.880649086982095930e-03, 9.123897376208094795e-05, 1.256313365617722951e-03, 2.340240846663526122e-03, -2.046229571363852168e-03, 6.980765145044188352e-04, 4.751747845045152518e-03, 2.642709714027495146e-03, 3.988773130256056954e-03, 4.218679317486463687e-03, -1.547110779423752948e-03, -2.814949635556070195e-03, 1.040492534544920113e-03, 2.645812905087826725e-03, 2.971840280460586944e-03, 2.978332521243921491e-03, -1.821912975829961725e-03, 3.054859872772749951e-03, 5.524559600203725329e-04, -4.663453924350503821e-03, 3.329122584958578435e-04, 1.282883703711871180e-03, 3.145388147112246693e-03, 4.761730913843340018e-04, -3.362036061417896914e-03, -1.706544047865245130e-03, 4.593165644778568826e-03, -4.183046016790416440e-03, -3.959915819223613041e-03, -1.748143447667210772e-03, 1.085578130942124568e-03, 2.157887692416097375e-03, 3.632881316617582110e-03, 3.150544752547619620e-03, -3.23144171682726e-02
3.196549481446304616e-03, 2.612980269389724927e-03, 2.038521953066334789e-03, -2.042356729596598360e-03, -2.557134653331539446e-03, -4.005618273995796390e-03, 3.671130333292216621e-03, -7.525913892912836078e-04, -2.905220587332009441e-03, -3.419951917488955970e-03, -2.197511656165069844e-03, -2.979238490695648115e-03, 7.829958173653662340e-04, -9.435826010149393067e-04, -4.307273345507979349e-03, 1.714176653826537597e-03, 4.893820689273908897e-03, 2.632772482990689347e-04, 8.152062001551265910e-04, -3.918130277118896110e-03, 2.551820861284971077e-03, -3.947688167648922934e-03, -4.572472590934257425e-03, 1.644983938829445644e-03, -1.120928282004239607e-03, -4.828509057300160202e-03, 3.724516373141414233e-03, 2.608817528847679444e-03, -3.951327202135635625e-03, -6.589171142371589782e-04, 2.787247000681781529e-03, -1.229011201460517445e-03, -4.984531227445688530e-03, 9.516453674054447046e-04, 1.868226296885240958e-03, 1.386848735678666844e-03, -2.460184092757899694e-03, 2.782225278239755170e-03,  3.91294837467347e-01
-2.851872496434208065e-03, 3.131287314312525619e-03, 7.161291629041227277e-04, 9.951627235048800951e-04, -2.524971499767812190e-03, -8.685745411542433736e-04, 5.561264933301099389e-05, 2.629662745253674369e-03, -1.523261476093992501e-03, -5.644682156220708069e-04, 2.985015307067295787e-03, -3.053121132459641132e-03, 3.223618203325158069e-03, 1.204601886330138212e-03, 1.739037635227768525e-03, -1.146573895957454185e-03, 9.686524774265552890e-04, 2.120744374280064334e-03, -4.341331948739693934e-03, -3.280394571111451378e-03, -3.529537467216459223e-03, -7.657685694080849231e-04, 3.394910689065331819e-03, 4.933635493528838040e-03, 8.618234979862670828e-04, -2.774255115317051257e-03, 1.533863962498637108e-03, 6.392470973452281380e-04, 4.782201821881019652e-04, 1.416381729533836530e-03, -4.030718835028248778e-03, -3.757435630943703475e-03, -4.454122928724236000e-03, -1.934934987043746349e-03, 1.130370318167336560e-03, -1.040731088673209001e-03, 3.027877519521906396e-03, -2.183714380405893645e-03,  4.69036314386493e-01
3.297198964441673541e-03, -4.569211161713448294e-03, 2.717850520635124376e-04, -3.052406099020533656e-03, -3.642476741383035219e-03, 2.215351337254190672e-03, -2.167812637763932675e-03, -1.852739379573165816e-03, -3.814512653931860856e-03, 4.117807773349822786e-03, -4.575972202134832509e-03, 5.332342488488343857e-05, 4.878835631730219988e-03, 1.203117640713570816e-04, -1.896125617921043133e-03, 4.736222639234673876e-03, 2.663638173536064281e-03, -2.222105444187377678e-03, 3.035429956176486158e-03, -9.152348472877495228e-04, 3.446825390534261763e-03, -1.299524746208840630e-03, -2.126034621255428782e-03, 1.326617646660231860e-03, -1.264963055744132425e-04, 4.084782288341994722e-03, -2.897039273143800671e-03, 2.522027209141373960e-04, -3.684141757070631164e-03, 2.702212065972722788e-03, -2.070291614152261310e-03, -1.820790988503102805e-03, -1.632907764903325423e-03, 5.714281237317181406e-05, 6.567816957686462009e-04, -4.978197298779154373e-03, -4.224496679985773745e-03, -4.177790043163810869e-03, -5.41809864758265e-01
